id,name,type,image_url,rarity,weapon_type
87,Sopro Gélido,Lança,https://upload-os-bbs.mihoyo.com/game_record/genshin/equip/UI_EquipIcon_Pole_FaesCrystalle.png,4,Lança
88,Gancho Frutífero,Espadão,https://upload-os-bbs.mihoyo.com/game_record/genshin/equip/UI_EquipIcon_Claymore_Umpakati.png,4,Espadão
89,Fruto da Abundância,Catalisador,https://upload-os-bbs.mihoyo.com/game_record/genshin/equip/UI_EquipIcon_Catalyst_Arakalari.png,4,Catalisador
90,Balada do Poderoso Lobo,Espadão,https://upload-os-bbs.mihoyo.com/game_record/genshin/equip/UI_EquipIcon_Claymore_EnsisAquilonis.png,5,Espadão
91,Ramo Dourado do Juramento Gelado,Arco,https://upload-os-bbs.mihoyo.com/game_record/genshin/equip/UI_EquipIcon_Bow_Alkonost.png,5,Arco
92,Anel de Hakushin,Catalisador,https://upload-os-bbs.mihoyo.com/game_record/genshin/equip/UI_EquipIcon_Catalyst_Bakufu.png,4,Catalisador
93,Alabarda,Lança,https://upload-os-bbs.mihoyo.com/game_record/genshin/equip/UI_EquipIcon_Pole_Halberd.png,3,Lança
94,Arco Quebra-Demônios,Arco,https://upload-os-bbs.mihoyo.com/game_record/genshin/equip/UI_EquipIcon_Bow_Bakufu.png,4,Arco
95,Maremoto da Lua de Futsu,Espada,https://upload-os-bbs.mihoyo.com/game_record/genshin/equip/UI_EquipIcon_Sword_Amenoma.png,5,Espada
96,Prenúncio do Alvorecer,Espada,https://upload-os-bbs.mihoyo.com/game_record/genshin/equip/UI_EquipIcon_Sword_Dawn.png,3,Espada
97,Lâmina Derretida do Herege,Espada,https://upload-os-bbs.mihoyo.com/game_record/genshin/equip/UI_EquipIcon_Sword_SerpentTooth.png,4,Espada
98,Arco do Caçador,Arco,https://upload-os-bbs.mihoyo.com/game_record/genshin/equip/UI_EquipIcon_Bow_Hunters.png,1,Arco
99,Caminho do Caçador,Arco,https://upload-os-bbs.mihoyo.com/game_record/genshin/equip/UI_EquipIcon_Bow_Ayus.png,5,Arco
100,Bico de Íbis,Arco,https://upload-os-bbs.mihoyo.com/game_record/genshin/equip/UI_EquipIcon_Bow_Ibis.png,4,Arco
101,Ponta de Ferro,Lança,https://upload-os-bbs.mihoyo.com/game_record/genshin/equip/UI_EquipIcon_Pole_Rod.png,2,Lança
102,Espinho de Ferro,Espada,https://upload-os-bbs.mihoyo.com/game_record/genshin/equip/UI_EquipIcon_Sword_Exotic.png,3,Espada
103,Esplendor Índigo,Catalisador,https://upload-os-bbs.mihoyo.com/game_record/genshin/equip/UI_EquipIcon_Catalyst_Morax.png,5,Catalisador
104,Vista da Jade Primordial,Arco,https://upload-os-bbs.mihoyo.com/game_record/genshin/equip/UI_EquipIcon_Bow_ShatteredMirror.png,4,Arco
105,Kagotsurube Isshin,Espada,https://upload-os-bbs.mihoyo.com/game_record/genshin/equip/UI_EquipIcon_Sword_Youtou.png,4,Espada
106,Prova de Kagura,Catalisador,https://upload-os-bbs.mihoyo.com/game_record/genshin/equip/UI_EquipIcon_Catalyst_Narukami.png,5,Catalisador
107,Espada Grande de Katsuragi,Espadão,https://upload-os-bbs.mihoyo.com/game_record/genshin/equip/UI_EquipIcon_Claymore_Bakufu.png,4,Espadão
108,Chave de Hierofania,Espada,https://upload-os-bbs.mihoyo.com/game_record/genshin/equip/UI_EquipIcon_Sword_Deshret.png,5,Espada
109,Vassalo do Rei,Arco,https://upload-os-bbs.mihoyo.com/game_record/genshin/equip/UI_EquipIcon_Bow_Arakalari.png,4,Arco
110,Lança Cruzada de Kitain,Lança,https://upload-os-bbs.mihoyo.com/game_record/genshin/equip/UI_EquipIcon_Pole_Bakufu.png,4,Lança
111,Fragmento Lunar da Luz,Espada,https://upload-os-bbs.mihoyo.com/game_record/genshin/equip/UI_EquipIcon_Sword_SilverwareSaw.png,4,Espada
112,Luz das Folhas Cortadas,Espada,https://upload-os-bbs.mihoyo.com/game_record/genshin/equip/UI_EquipIcon_Sword_Ayus.png,5,Espada
113,Rugido do Leão,Espada,https://upload-os-bbs.mihoyo.com/game_record/genshin/equip/UI_EquipIcon_Sword_Rockkiller.png,4,Espada
114,Espada Antiga de Millelith,Espadão,https://upload-os-bbs.mihoyo.com/game_record/genshin/equip/UI_EquipIcon_Claymore_Lapis.png,4,Espadão
115,Lança de Millelith,Lança,https://upload-os-bbs.mihoyo.com/game_record/genshin/equip/UI_EquipIcon_Pole_Lapis.png,4,Lança
116,Oração Perdida aos Ventos Sagrados,Catalisador,https://upload-os-bbs.mihoyo.com/game_record/genshin/equip/UI_EquipIcon_Catalyst_Fourwinds.png,5,Catalisador
117,Elegia Lumidouce,Lança,https://upload-os-bbs.mihoyo.com/game_record/genshin/equip/UI_EquipIcon_Pole_Muguet.png,5,Lança
118,Lorde do Mar Luxuoso,Espadão,https://upload-os-bbs.mihoyo.com/game_record/genshin/equip/UI_EquipIcon_Claymore_MillenniaTuna.png,4,Espadão
119,Guia de Magia,Catalisador,https://upload-os-bbs.mihoyo.com/game_record/genshin/equip/UI_EquipIcon_Catalyst_Intro.png,3,Catalisador
120,Flor de Aço,Espadão,https://upload-os-bbs.mihoyo.com/game_record/genshin/equip/UI_EquipIcon_Claymore_Fleurfair.png,4,Espadão
121,Água-Marinha de Mahara,Espadão,https://upload-os-bbs.mihoyo.com/game_record/genshin/equip/UI_EquipIcon_Claymore_Pleroma.png,4,Espadão
122,Mappa Mare,Catalisador,https://upload-os-bbs.mihoyo.com/game_record/genshin/equip/UI_EquipIcon_Catalyst_Exotic.png,4,Catalisador
123,Chave Mestra,Espadão,https://upload-os-bbs.mihoyo.com/game_record/genshin/equip/UI_EquipIcon_Claymore_Ilmarinen.png,4,Espadão
124,Memória da Poeira,Catalisador,https://upload-os-bbs.mihoyo.com/game_record/genshin/equip/UI_EquipIcon_Catalyst_Kunwu.png,5,Catalisador
125,Mensageiro,Arco,https://upload-os-bbs.mihoyo.com/game_record/genshin/equip/UI_EquipIcon_Bow_Msg.png,3,Arco
126,Lâmina do Vento Mensageiro,Lança,https://upload-os-bbs.mihoyo.com/game_record/genshin/equip/UI_EquipIcon_Pole_Windvane.png,4,Lança
127,Cortadora da Neblina Reforjada,Espada,https://upload-os-bbs.mihoyo.com/game_record/genshin/equip/UI_EquipIcon_Sword_Narukami.png,5,Espada
128,Valsa do Crepúsculo,Arco,https://upload-os-bbs.mihoyo.com/game_record/genshin/equip/UI_EquipIcon_Bow_Nachtblind.png,4,Arco
129,Perfurador de Luas,Lança,https://upload-os-bbs.mihoyo.com/game_record/genshin/equip/UI_EquipIcon_Pole_Arakalari.png,4,Lança
130,Alvorada do Tecedor do Luar,Espada,https://upload-os-bbs.mihoyo.com/game_record/genshin/equip/UI_EquipIcon_Sword_Miekka.png,5,Espada
131,Prego Esmagador de Montanhas,Lança,https://upload-os-bbs.mihoyo.com/game_record/genshin/equip/UI_EquipIcon_Pole_Umpakati.png,4,Lança
132,Lua de Mouun,Arco,https://upload-os-bbs.mihoyo.com/game_record/genshin/equip/UI_EquipIcon_Bow_Maria.png,4,Arco
133,Luneta do Tecedor da Noite,Catalisador,https://upload-os-bbs.mihoyo.com/game_record/genshin/equip/UI_EquipIcon_Catalyst_MenulisRing.png,5,Catalisador
134,Cortinas Noturnas,Catalisador,https://upload-os-bbs.mihoyo.com/game_record/genshin/equip/UI_EquipIcon_Catalyst_Brisingamen.png,5,Catalisador
135,Olho do Juramento,Catalisador,https://upload-os-bbs.mihoyo.com/game_record/genshin/equip/UI_EquipIcon_Catalyst_Jyanome.png,4,Catalisador
136,Espada do Mercenário,Espadão,https://upload-os-bbs.mihoyo.com/game_record/genshin/equip/UI_EquipIcon_Claymore_Oyaji.png,4,Espadão
137,Histórias de Outros Mundos,Catalisador,https://upload-os-bbs.mihoyo.com/game_record/genshin/equip/UI_EquipIcon_Catalyst_Lightnov.png,3,Catalisador
138,Canção da Patrulha do Pico,Espada,https://upload-os-bbs.mihoyo.com/game_record/genshin/equip/UI_EquipIcon_Sword_XochitlsTube.png,5,Espada
139,Grimório de Bolso,Catalisador,https://upload-os-bbs.mihoyo.com/game_record/genshin/equip/UI_EquipIcon_Catalyst_Pocket.png,2,Catalisador
140,Estrela Invernal,Arco,https://upload-os-bbs.mihoyo.com/game_record/genshin/equip/UI_EquipIcon_Bow_Worldbane.png,5,Arco
141,Serra Elétrica Portátil,Espadão,https://upload-os-bbs.mihoyo.com/game_record/genshin/equip/UI_EquipIcon_Claymore_Mechanic.png,4,Espadão
142,Predador,Arco,https://upload-os-bbs.mihoyo.com/game_record/genshin/equip/UI_EquipIcon_Bow_Predator.png,4,Arco
143,Cortador de Jade Primordial,Espada,https://upload-os-bbs.mihoyo.com/game_record/genshin/equip/UI_EquipIcon_Sword_Morax.png,5,Espada
144,Lança de Jade Primitiva,Lança,https://upload-os-bbs.mihoyo.com/game_record/genshin/equip/UI_EquipIcon_Pole_Morax.png,5,Lança
145,"Espada Famosa da ""Arte Isshin""",Espada,,4,Espada
146,"Espada Famosa da ""Arte Isshin""",Espada,,4,Espada
147,"Espada Famosa da ""Arte Isshin""",Espada,,4,Espada
148,Broca do Prospector,Lança,https://upload-os-bbs.mihoyo.com/game_record/genshin/equip/UI_EquipIcon_Pole_Mechanic.png,4,Lança
149,Pá do Escavador,Lança,https://upload-os-bbs.mihoyo.com/game_record/genshin/equip/UI_EquipIcon_Pole_Ilmarinen.png,4,Lança
150,Protótipo Âmbar,Catalisador,https://upload-os-bbs.mihoyo.com/game_record/genshin/equip/UI_EquipIcon_Catalyst_Proto.png,4,Catalisador
151,Protótipo Arcaico,Espadão,https://upload-os-bbs.mihoyo.com/game_record/genshin/equip/UI_EquipIcon_Claymore_Proto.png,4,Espadão
152,Protótipo da Luz Lunar Pálida,Arco,https://upload-os-bbs.mihoyo.com/game_record/genshin/equip/UI_EquipIcon_Bow_Proto.png,4,Arco
153,Protótipo Rancor,Espada,https://upload-os-bbs.mihoyo.com/game_record/genshin/equip/UI_EquipIcon_Sword_Proto.png,4,Espada
154,Protótipo Estelar,Lança,https://upload-os-bbs.mihoyo.com/game_record/genshin/equip/UI_EquipIcon_Pole_Proto.png,4,Lança
155,Cordas da Chuva da Serpente Arco-Íris,Arco,https://upload-os-bbs.mihoyo.com/game_record/genshin/equip/UI_EquipIcon_Bow_ElegguaBow.png,4,Arco
156,Segadeira da Chuva,Espadão,https://upload-os-bbs.mihoyo.com/game_record/genshin/equip/UI_EquipIcon_Claymore_Perdue.png,4,Espadão
157,Medidor de Alcance,Arco,https://upload-os-bbs.mihoyo.com/game_record/genshin/equip/UI_EquipIcon_Bow_Mechanic.png,4,Arco
158,Arco de Corvo,Arco,https://upload-os-bbs.mihoyo.com/game_record/genshin/equip/UI_EquipIcon_Bow_Crowfeather.png,3,Arco
159,Arco Recurvado,Arco,https://upload-os-bbs.mihoyo.com/game_record/genshin/equip/UI_EquipIcon_Bow_Curve.png,3,Arco
160,Chifres Vermelhos Destruidores de Pedras,Espadão,https://upload-os-bbs.mihoyo.com/game_record/genshin/equip/UI_EquipIcon_Claymore_Itadorimaru.png,5,Espadão
161,Relicário da Verdade,Catalisador,https://upload-os-bbs.mihoyo.com/game_record/genshin/equip/UI_EquipIcon_Catalyst_Sistrum.png,5,Catalisador
162,Justa Recompensa,Lança,https://upload-os-bbs.mihoyo.com/game_record/genshin/equip/UI_EquipIcon_Pole_Vorpal.png,4,Lança
163,Anel de Yaxche,Catalisador,https://upload-os-bbs.mihoyo.com/game_record/genshin/equip/UI_EquipIcon_Catalyst_Isikhulu.png,4,Catalisador
164,Arco Real,Arco,https://upload-os-bbs.mihoyo.com/game_record/genshin/equip/UI_EquipIcon_Bow_Theocrat.png,4,Arco
165,Espadão Real,Espadão,https://upload-os-bbs.mihoyo.com/game_record/genshin/equip/UI_EquipIcon_Claymore_Theocrat.png,4,Espadão
166,Grimório Real,Catalisador,https://upload-os-bbs.mihoyo.com/game_record/genshin/equip/UI_EquipIcon_Catalyst_Theocrat.png,4,Catalisador
167,Espada Longa Real,Espada,https://upload-os-bbs.mihoyo.com/game_record/genshin/equip/UI_EquipIcon_Sword_Theocrat.png,4,Espada
168,Lança de Caça Real,Lança,https://upload-os-bbs.mihoyo.com/game_record/genshin/equip/UI_EquipIcon_Pole_Theocrat.png,4,Lança
169,Arco Enferrujado,Arco,https://upload-os-bbs.mihoyo.com/game_record/genshin/equip/UI_EquipIcon_Bow_Recluse.png,4,Arco
170,Cajado do Sacrificador,Lança,https://upload-os-bbs.mihoyo.com/game_record/genshin/equip/UI_EquipIcon_Pole_Krivule.png,4,Lança
171,Arco do Sacrifício,Arco,https://upload-os-bbs.mihoyo.com/game_record/genshin/equip/UI_EquipIcon_Bow_Fossil.png,4,Arco
172,Memórias de Sacrifício,Catalisador,https://upload-os-bbs.mihoyo.com/game_record/genshin/equip/UI_EquipIcon_Catalyst_Fossil.png,4,Catalisador
173,Espadão do Sacrifício,Espadão,https://upload-os-bbs.mihoyo.com/game_record/genshin/equip/UI_EquipIcon_Claymore_Fossil.png,4,Espadão
174,Sacrifício de Jade,Catalisador,https://upload-os-bbs.mihoyo.com/game_record/genshin/equip/UI_EquipIcon_Catalyst_Yue.png,4,Catalisador
175,Espada do Sacrifício,Espada,https://upload-os-bbs.mihoyo.com/game_record/genshin/equip/UI_EquipIcon_Sword_Fossil.png,4,Espada
176,Espada de Madeira,Espada,https://upload-os-bbs.mihoyo.com/game_record/genshin/equip/UI_EquipIcon_Sword_Arakalari.png,4,Espada
177,Herdeiro do Sol,Arco,https://upload-os-bbs.mihoyo.com/game_record/genshin/equip/UI_EquipIcon_Bow_Gurabad.png,4,Arco
178,Arco do Caçador Experiente,Arco,https://upload-os-bbs.mihoyo.com/game_record/genshin/equip/UI_EquipIcon_Bow_Old.png,2,Arco
179,Ritmo da Solidão,Arco,https://upload-os-bbs.mihoyo.com/game_record/genshin/equip/UI_EquipIcon_Bow_Stinger.png,4,Arco
180,Chamado da Serenidade,Espada,https://upload-os-bbs.mihoyo.com/game_record/genshin/equip/UI_EquipIcon_Sword_Ilmarinen.png,4,Espada
181,Espinha Dorsal da Serpente,Espadão,https://upload-os-bbs.mihoyo.com/game_record/genshin/equip/UI_EquipIcon_Claymore_Kione.png,4,Espadão
182,Juramento de Sagitário,Arco,https://upload-os-bbs.mihoyo.com/game_record/genshin/equip/UI_EquipIcon_Bow_Arjuna.png,4,Arco
